parsing script file: rand_large_180.job
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 7119831040, 524288 sectors, wp 7119832064

Wrote 524288 B (1 I/Os) in 0.029 sec
  IOPS 33
  BW 17.771 MB/s
Target zone: Zone 2934 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 1538260992, 524288 sectors, wp 1538262016
Writing 1024 blks to zone 2934 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 1538260992, 524288 sectors, wp 1538262016

Wrote 524288 B (1 I/Os) in 0.012 sec
  IOPS 78
  BW 41.133 MB/s
Target zone: Zone 14521 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 7613186048, 524288 sectors, wp 7613187072
Writing 1024 blks to zone 14521 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 7613186048, 524288 sectors, wp 7613187072

Wrote 524288 B (1 I/Os) in 0.027 sec
  IOPS 36
  BW 19.022 MB/s
Target zone: Zone 6793 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 3561488384, 524288 sectors, wp 3561489408
Writing 1024 blks to zone 6793 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 3561488384, 524288 sectors, wp 3561489408

Wrote 524288 B (1 I/Os) in 0.023 sec
  IOPS 42
  BW 22.376 MB/s
Target zone: Zone 25027 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 13121355776, 524288 sectors, wp 13121356800
Writing 1024 blks to zone 25027 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 13121355776, 524288 sectors, wp 13121356800

Wrote 524288 B (1 I/Os) in 0.026 sec
  IOPS 37
  BW 19.728 MB/s
Target zone: Zone 19064 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 9995026432, 524288 sectors, wp 9995027456
Writing 1024 blks to zone 19064 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 9995026432, 524288 sectors, wp 9995027456

Wrote 524288 B (1 I/Os) in 0.025 sec
  IOPS 39
  BW 20.955 MB/s
Target zone: Zone 3068 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 1608515584, 524288 sectors, wp 1608516608
Writing 1024 blks to zone 3068 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 1608515584, 524288 sectors, wp 1608516608

Wrote 524288 B (1 I/Os) in 0.007 sec
  IOPS 131
  BW 69.158 MB/s
Target zone: Zone 26509 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 13898350592, 524288 sectors, wp 13898351616
Writing 1024 blks to zone 26509 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 13898350592, 524288 sectors, wp 13898351616

Wrote 524288 B (1 I/Os) in 0.020 sec
  IOPS 48
  BW 25.548 MB/s
Target zone: Zone 27324 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 14325645312, 524288 sectors, wp 14325646336
Writing 1024 blks to zone 27324 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 14325645312, 524288 sectors, wp 14325646336

Wrote 524288 B (1 I/Os) in 0.026 sec
  IOPS 37
  BW 19.641 MB/s
Target zone: Zone 24493 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 12841385984, 524288 sectors, wp 12841387008
Writing 1024 blks to zone 24493 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 12841385984, 524288 sectors, wp 12841387008

Wrote 524288 B (1 I/Os) in 0.028 sec
  IOPS 35
  BW 18.668 MB/s
Target zone: Zone 11271 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 5909250048, 524288 sectors, wp 5909251072
Writing 1024 blks to zone 11271 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 5909250048, 524288 sectors, wp 5909251072

Wrote 524288 B (1 I/Os) in 0.018 sec
  IOPS 53
  BW 28.249 MB/s
Target zone: Zone 6312 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 3309305856, 524288 sectors, wp 3309306880
Writing 1024 blks to zone 6312 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 3309305856, 524288 sectors, wp 3309306880

Wrote 524288 B (1 I/Os) in 0.021 sec
  IOPS 45
  BW 24.109 MB/s
Target zone: Zone 29290 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 15356395520, 524288 sectors, wp 15356396544
Writing 1024 blks to zone 29290 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 15356395520, 524288 sectors, wp 15356396544

Wrote 524288 B (1 I/Os) in 0.053 sec
  IOPS 18
  BW 9.889 MB/s
Target zone: Zone 16642 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 8725200896, 524288 sectors, wp 8725201920
Writing 1024 blks to zone 16642 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 8725200896, 524288 sectors, wp 8725201920

Wrote 524288 B (1 I/Os) in 0.029 sec
  IOPS 34
  BW 18.073 MB/s
Target zone: Zone 20261 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 10622599168, 524288 sectors, wp 10622600192
Writing 1024 blks to zone 20261 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 10622599168, 524288 sectors, wp 10622600192

Wrote 524288 B (1 I/Os) in 0.024 sec
  IOPS 40
  BW 21.156 MB/s
Target zone: Zone 28098 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 14731444224, 524288 sectors, wp 14731445248
Writing 1024 blks to zone 28098 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 14731444224, 524288 sectors, wp 14731445248

Wrote 524288 B (1 I/Os) in 0.028 sec
  IOPS 34
  BW 18.148 MB/s
Target zone: Zone 4081 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 2139619328, 524288 sectors, wp 2139620352
Writing 1024 blks to zone 4081 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 2139619328, 524288 sectors, wp 2139620352

Wrote 524288 B (1 I/Os) in 0.007 sec
  IOPS 139
  BW 73.071 MB/s
Target zone: Zone 25281 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 13254524928, 524288 sectors, wp 13254525952
Writing 1024 blks to zone 25281 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 13254524928, 524288 sectors, wp 13254525952

Wrote 524288 B (1 I/Os) in 0.040 sec
  IOPS 24
  BW 13.019 MB/s
Target zone: Zone 2450 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 1284505600, 524288 sectors, wp 1284506624
Writing 1024 blks to zone 2450 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 1284505600, 524288 sectors, wp 1284506624

Wrote 524288 B (1 I/Os) in 0.021 sec
  IOPS 47
  BW 24.707 MB/s
Target zone: Zone 11937 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 6258425856, 524288 sectors, wp 6258426880
Writing 1024 blks to zone 11937 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 6258425856, 524288 sectors, wp 6258426880

Wrote 524288 B (1 I/Os) in 0.039 sec
  IOPS 25
  BW 13.379 MB/s
Target zone: Zone 2833 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 1485307904, 524288 sectors, wp 1485308928
Writing 1024 blks to zone 2833 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 1485307904, 524288 sectors, wp 1485308928

Wrote 524288 B (1 I/Os) in 0.009 sec
  IOPS 100
  BW 52.455 MB/s
Target zone: Zone 24445 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 12816220160, 524288 sectors, wp 12816221184
Writing 1024 blks to zone 24445 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 12816220160, 524288 sectors, wp 12816221184

Wrote 524288 B (1 I/Os) in 0.060 sec
  IOPS 16
  BW 8.705 MB/s
Target zone: Zone 18538 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 9719250944, 524288 sectors, wp 9719251968
Writing 1024 blks to zone 18538 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 9719250944, 524288 sectors, wp 9719251968

Wrote 524288 B (1 I/Os) in 0.029 sec
  IOPS 34
  BW 17.844 MB/s
Target zone: Zone 3487 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 1828192256, 524288 sectors, wp 1828193280
Writing 1024 blks to zone 3487 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 1828192256, 524288 sectors, wp 1828193280

Wrote 524288 B (1 I/Os) in 0.011 sec
  IOPS 89
  BW 46.698 MB/s
Target zone: Zone 24332 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 12756975616, 524288 sectors, wp 12756976640
Writing 1024 blks to zone 24332 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 12756975616, 524288 sectors, wp 12756976640

Wrote 524288 B (1 I/Os) in 0.047 sec
  IOPS 21
  BW 11.085 MB/s
Target zone: Zone 23663 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 12406226944, 524288 sectors, wp 12406227968
Writing 1024 blks to zone 23663 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 12406226944, 524288 sectors, wp 12406227968

Wrote 524288 B (1 I/Os) in 0.046 sec
  IOPS 21
  BW 11.205 MB/s
Target zone: Zone 12464 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 6534725632, 524288 sectors, wp 6534726656
Writing 1024 blks to zone 12464 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 6534725632, 524288 sectors, wp 6534726656

Wrote 524288 B (1 I/Os) in 0.036 sec
  IOPS 27
  BW 14.368 MB/s
Target zone: Zone 14922 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 7823425536, 524288 sectors, wp 7823426560
Writing 1024 blks to zone 14922 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 7823425536, 524288 sectors, wp 7823426560

Wrote 524288 B (1 I/Os) in 0.043 sec
  IOPS 23
  BW 12.154 MB/s
Target zone: Zone 21189 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 11109138432, 524288 sectors, wp 11109139456
Writing 1024 blks to zone 21189 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 11109138432, 524288 sectors, wp 11109139456

Wrote 524288 B (1 I/Os) in 0.038 sec
  IOPS 25
  BW 13.624 MB/s
Target zone: Zone 24941 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 13076267008, 524288 sectors, wp 13076268032
Writing 1024 blks to zone 24941 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 13076267008, 524288 sectors, wp 13076268032

Wrote 524288 B (1 I/Os) in 0.039 sec
  IOPS 25
  BW 13.363 MB/s
Target zone: Zone 20575 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 10787225600, 524288 sectors, wp 10787226624
Writing 1024 blks to zone 20575 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 10787225600, 524288 sectors, wp 10787226624

Wrote 524288 B (1 I/Os) in 0.042 sec
  IOPS 23
  BW 12.425 MB/s
Target zone: Zone 5688 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 2982150144, 524288 sectors, wp 2982151168
Writing 1024 blks to zone 5688 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 2982150144, 524288 sectors, wp 2982151168

Wrote 524288 B (1 I/Os) in 0.008 sec
  IOPS 121
  BW 63.511 MB/s
Target zone: Zone 12172 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 6381633536, 524288 sectors, wp 6381634560
Writing 1024 blks to zone 12172 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 6381633536, 524288 sectors, wp 6381634560

Wrote 524288 B (1 I/Os) in 0.053 sec
  IOPS 18
  BW 9.859 MB/s
Target zone: Zone 19547 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 10248257536, 524288 sectors, wp 10248258560
Writing 1024 blks to zone 19547 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 10248257536, 524288 sectors, wp 10248258560

Wrote 524288 B (1 I/Os) in 0.028 sec
  IOPS 34
  BW 18.140 MB/s
Target zone: Zone 28462 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 14922285056, 524288 sectors, wp 14922286080
Writing 1024 blks to zone 28462 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 14922285056, 524288 sectors, wp 14922286080

Wrote 524288 B (1 I/Os) in 0.041 sec
  IOPS 23
  BW 12.559 MB/s
Target zone: Zone 24004 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 12585009152, 524288 sectors, wp 12585010176
Writing 1024 blks to zone 24004 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 12585009152, 524288 sectors, wp 12585010176

Wrote 524288 B (1 I/Os) in 0.026 sec
  IOPS 37
  BW 19.910 MB/s
Target zone: Zone 14301 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 7497842688, 524288 sectors, wp 7497843712
Writing 1024 blks to zone 14301 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 7497842688, 524288 sectors, wp 7497843712

Wrote 524288 B (1 I/Os) in 0.040 sec
  IOPS 24
  BW 12.870 MB/s
Target zone: Zone 11999 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 6290931712, 524288 sectors, wp 6290932736
Writing 1024 blks to zone 11999 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 6290931712, 524288 sectors, wp 6290932736

Wrote 524288 B (1 I/Os) in 0.012 sec
  IOPS 81
  BW 42.823 MB/s
Target zone: Zone 4907 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 2572681216, 524288 sectors, wp 2572682240
Writing 1024 blks to zone 4907 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 2572681216, 524288 sectors, wp 2572682240

Wrote 524288 B (1 I/Os) in 0.004 sec
  IOPS 238
  BW 124.949 MB/s
Target zone: Zone 3508 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 1839202304, 524288 sectors, wp 1839203328
Writing 1024 blks to zone 3508 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 1839202304, 524288 sectors, wp 1839203328

Wrote 524288 B (1 I/Os) in 0.020 sec
  IOPS 48
  BW 25.546 MB/s
Target zone: Zone 6696 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 3510632448, 524288 sectors, wp 3510633472
Writing 1024 blks to zone 6696 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 3510632448, 524288 sectors, wp 3510633472

Wrote 524288 B (1 I/Os) in 0.007 sec
  IOPS 127
  BW 66.933 MB/s
Target zone: Zone 4034 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 2114977792, 524288 sectors, wp 2114978816
Writing 1024 blks to zone 4034 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 2114977792, 524288 sectors, wp 2114978816

Wrote 524288 B (1 I/Os) in 0.035 sec
  IOPS 28
  BW 14.742 MB/s
Target zone: Zone 22857 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 11983650816, 524288 sectors, wp 11983651840
Writing 1024 blks to zone 22857 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 11983650816, 524288 sectors, wp 11983651840

Wrote 524288 B (1 I/Os) in 0.043 sec
  IOPS 22
  BW 12.054 MB/s
Target zone: Zone 1818 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 953155584, 524288 sectors, wp 953156608
Writing 1024 blks to zone 1818 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 953155584, 524288 sectors, wp 953156608

Wrote 524288 B (1 I/Os) in 0.002 sec
  IOPS 438
  BW 229.950 MB/s
Target zone: Zone 26642 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 13968080896, 524288 sectors, wp 13968081920
Writing 1024 blks to zone 26642 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 13968080896, 524288 sectors, wp 13968081920

Wrote 524288 B (1 I/Os) in 0.022 sec
  IOPS 44
  BW 23.272 MB/s
Target zone: Zone 4496 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 2357198848, 524288 sectors, wp 2357199872
Writing 1024 blks to zone 4496 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 2357198848, 524288 sectors, wp 2357199872

Wrote 524288 B (1 I/Os) in 0.002 sec
  IOPS 443
  BW 232.500 MB/s
Target zone: Zone 26774 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 14037286912, 524288 sectors, wp 14037287936
Writing 1024 blks to zone 26774 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 14037286912, 524288 sectors, wp 14037287936

Wrote 524288 B (1 I/Os) in 0.044 sec
  IOPS 22
  BW 11.677 MB/s
Target zone: Zone 17410 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 9127854080, 524288 sectors, wp 9127855104
Writing 1024 blks to zone 17410 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 9127854080, 524288 sectors, wp 9127855104

Wrote 524288 B (1 I/Os) in 0.051 sec
  IOPS 19
  BW 10.246 MB/s
Target zone: Zone 28875 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 15138816000, 524288 sectors, wp 15138817024
Writing 1024 blks to zone 28875 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 15138816000, 524288 sectors, wp 15138817024

Wrote 524288 B (1 I/Os) in 0.047 sec
  IOPS 21
  BW 11.031 MB/s
Target zone: Zone 2522 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 1322254336, 524288 sectors, wp 1322255360
Writing 1024 blks to zone 2522 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 1322254336, 524288 sectors, wp 1322255360

Wrote 524288 B (1 I/Os) in 0.002 sec
  IOPS 442
  BW 232.088 MB/s
Target zone: Zone 21700 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 11377049600, 524288 sectors, wp 11377050624
Writing 1024 blks to zone 21700 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 11377049600, 524288 sectors, wp 11377050624

Wrote 524288 B (1 I/Os) in 0.024 sec
  IOPS 40
  BW 21.242 MB/s
Target zone: Zone 6037 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 3165126656, 524288 sectors, wp 3165127680
Writing 1024 blks to zone 6037 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 3165126656, 524288 sectors, wp 3165127680

Wrote 524288 B (1 I/Os) in 0.002 sec
  IOPS 444
  BW 233.016 MB/s
Target zone: Zone 3711 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 1945632768, 524288 sectors, wp 1945633792
Writing 1024 blks to zone 3711 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 1945632768, 524288 sectors, wp 1945633792

Wrote 524288 B (1 I/Os) in 0.002 sec
  IOPS 453
  BW 237.772 MB/s
Target zone: Zone 29713 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 15578169344, 524288 sectors, wp 15578170368
Writing 1024 blks to zone 29713 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 15578169344, 524288 sectors, wp 15578170368

Wrote 524288 B (1 I/Os) in 0.034 sec
  IOPS 28
  BW 15.170 MB/s
Target zone: Zone 23103 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 12112625664, 524288 sectors, wp 12112626688
Writing 1024 blks to zone 23103 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 12112625664, 524288 sectors, wp 12112626688

Wrote 524288 B (1 I/Os) in 0.048 sec
  IOPS 20
  BW 10.825 MB/s
Target zone: Zone 23101 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 12111577088, 524288 sectors, wp 12111578112
Writing 1024 blks to zone 23101 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 12111577088, 524288 sectors, wp 12111578112

Wrote 524288 B (1 I/Os) in 0.024 sec
  IOPS 40
  BW 21.059 MB/s
Target zone: Zone 12988 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 6809452544, 524288 sectors, wp 6809453568
Writing 1024 blks to zone 12988 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 6809452544, 524288 sectors, wp 6809453568

Wrote 524288 B (1 I/Os) in 0.032 sec
  IOPS 30
  BW 16.181 MB/s
Target zone: Zone 9546 / 29809, type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 5004853248, 524288 sectors, wp 5004854272
Writing 1024 blks to zone 9546 from lba_offset=1024 iosize=524288, (1/1)
zone type 0x3 (Sequential-write-preferred), cond 0x1 (Empty), need_reset 0, non_seq 0, LBA 5004853248, 524288 sectors, wp 5004854272

